Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
4060	Chris Moyles	Occupation	Radio	Section	8	Radio 1	partial	Moyles has come into conflict with the Broadcasting Standards Commission and Ofcom. These have occurred during his time at both Capital FM and Radio 1	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=25157,25164
4060	Chris Moyles	Occupation	Radio	Section	8.2	Radio 1	partial	Alongside a number of other Radio 1	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=27336,27343
4060	Chris Moyles	Occupation	Radio	Section	8.2	Radio 2	partial	Alongside a number of other Radio 1 and Radio 2	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=27348,27355
4060	Chris Moyles	Occupation	Radio	Section	8.5	BBC Radio 1	partial	On 12 January 2010, hip-hop trio N-Dubz appeared on the Chris Moyles Show on BBC Radio 1	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=31463,31474
4060	Chris Moyles	Occupation	Radio	Abstract	0	Radio X	partial	Christopher "Chris" Moyles (born 22 February 1974) is an English radio and television presenter and author, who is currently presenter of The Chris Moyles Show on Radio X	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=163,170
4060	Chris Moyles	Occupation	Radio	Abstract	0	Radio Luxembourg	partial	Christopher "Chris" Moyles (born 22 February 1974) is an English radio and television presenter and author, who is currently presenter of The Chris Moyles Show on Radio X. Previously he has presented The Chris Moyles Show on BBC Radio 1 from 2004 to 2012 and Chris Moyles' Quiz Night between 2009 and 2012 on Channel 4.Moyles has worked at various radio stations, including Radio Luxembourg	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=374,390
4060	Chris Moyles	Occupation	Radio	Abstract	0	BBC Radio 1	partial	Christopher "Chris" Moyles (born 22 February 1974) is an English radio and television presenter and author, who is currently presenter of The Chris Moyles Show on Radio X. Previously he has presented The Chris Moyles Show on BBC Radio 1 from 2004 to 2012 and Chris Moyles' Quiz Night between 2009 and 2012 on Channel 4.Moyles has worked at various radio stations, including Radio Luxembourg (under the pseudonym Chris Holmes) and Capital FM. Moyles moved to BBC Radio 1	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=458,469
4060	Chris Moyles	Occupation	Radio	Abstract	0	BBC Radio 1	partial	Christopher "Chris" Moyles (born 22 February 1974) is an English radio and television presenter and author, who is currently presenter of The Chris Moyles Show on Radio X. Previously he has presented The Chris Moyles Show on BBC Radio 1	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=225,236
4060	Chris Moyles	Occupation	Radio	Section	2.1	Chiltern Radio Network	partial	In 1993, he gained a job at the Pulse of West Yorkshire, presenting the evening show from 7.00 pm–10.00 pm. He remained there until early 1994 when he was dismissed for comments made about the station's previous programme controller. Moyles subsequently turned up at Signal 1 in Stoke-on-Trent – again presenting The Evening Bit from 7.00 pm–10.00 pm. He remained there until he was dismissed by the station's programme controller, who he refers to as a "spineless bastard" in his first autobiography. In 1995 Moyles was heard on the Chiltern Radio Network	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=2810,2832
4060	Chris Moyles	Occupation	Radio	Section	2.1	Chiltern Radio	partial	In 1993, he gained a job at the Pulse of West Yorkshire, presenting the evening show from 7.00 pm–10.00 pm. He remained there until early 1994 when he was dismissed for comments made about the station's previous programme controller. Moyles subsequently turned up at Signal 1 in Stoke-on-Trent – again presenting The Evening Bit from 7.00 pm–10.00 pm. He remained there until he was dismissed by the station's programme controller, who he refers to as a "spineless bastard" in his first autobiography. In 1995 Moyles was heard on the Chiltern Radio Network, presenting the evening show from 7.00 pm–10.00 pm, before taking on the late show from 10.00 pm–1.00 am. This show was simulcast on Horizon Radio, Chiltern Radio	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=2981,2995
4060	Chris Moyles	Occupation	Radio	Section	2.1	Horizon Radio	partial	In 1993, he gained a job at the Pulse of West Yorkshire, presenting the evening show from 7.00 pm–10.00 pm. He remained there until early 1994 when he was dismissed for comments made about the station's previous programme controller. Moyles subsequently turned up at Signal 1 in Stoke-on-Trent – again presenting The Evening Bit from 7.00 pm–10.00 pm. He remained there until he was dismissed by the station's programme controller, who he refers to as a "spineless bastard" in his first autobiography. In 1995 Moyles was heard on the Chiltern Radio Network, presenting the evening show from 7.00 pm–10.00 pm, before taking on the late show from 10.00 pm–1.00 am. This show was simulcast on Horizon Radio	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=2966,2979
4060	Chris Moyles	Occupation	Radio	Section	14	The Chris Moyles Show on Radio X	partial	 *  Chris Moyles at the Internet Movie Database  *  The Chris Moyles Show on Radio X	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=33637,33670
4060	Chris Moyles	Occupation	Radio	Section	11	Sony Radio Awards	partial	Moyles has won several Sony Radio Awards	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=32824,32841
4060	Chris Moyles	Occupation	Radio	Section	2.2	BBC Radio 1	partial	(Main article: BBC Radio 1	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=3412,3423
4060	Chris Moyles	Occupation	Radio	Section	3.2	The Golden Hour (radio feature)	partial	Main article: The Golden Hour (radio feature))	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=10019,10050
4060	Chris Moyles	Occupation	Radio	Section	3	BBC Radio 1	partial	The Chris Moyles Show was the BBC Radio 1	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=8142,8153
4060	Chris Moyles	Occupation	Radio	Section	2.2	Radio 1's Longest Show Ever with Chris Moyles and Comedy Dave for Comic Relief	partial	In March 2011, Moyles and his colleague Dave Vitty beat the record for the longest continuous Radio 1 show, on Radio 1's Longest Show Ever with Chris Moyles and Comedy Dave for Comic Relief	http://nif.dbpedia.org/wiki/en/Chris_Moyles?dbpv=2016-10&nif=phrase&char=6374,6452
4063	Conrad Bain	Occupation	Actor	Section	2	Actors Federal Credit Union	partial	In the early 1960s, Bain was one of the principal organizers of the Actors Federal Credit Union	http://nif.dbpedia.org/wiki/en/Conrad_Bain?dbpv=2016-10&nif=phrase&char=1439,1466
4063	Conrad Bain	Occupation	Actor	Section	2	Actors' Equity	partial	It was at a meeting of the Actors' Equity	http://nif.dbpedia.org/wiki/en/Conrad_Bain?dbpv=2016-10&nif=phrase&char=1725,1739
4065	Daniel Ceccaldi	Occupation	Actor	Abstract	0	actor	exact	Daniel Ceccaldi (25 July 1927 – 27 March 2003) was a French actor	http://nif.dbpedia.org/wiki/en/Daniel_Ceccaldi?dbpv=2016-10&nif=word&char=60,65
4066	Danny Strong	Occupation	Actor	Abstract	0	actor	exact	Daniel W. "Danny" Strong (born June 6, 1974) is an American actor	http://nif.dbpedia.org/wiki/en/Danny_Strong?dbpv=2016-10&nif=word&char=60,65
4068	David Anders	Occupation	Television	Abstract	0	television	exact	David Anders Holt (born March 11, 1981), known professionally as David Anders, is an American television	http://nif.dbpedia.org/wiki/en/David_Anders?dbpv=2016-10&nif=word&char=94,104
4069	David Brower	Occupation	Environmentalist	Abstract	0	environmentalist	exact	David Ross Brower (/ˈbraʊər/; July 1, 1912 – November 5, 2000) was a prominent environmentalist	http://nif.dbpedia.org/wiki/en/David_Brower?dbpv=2016-10&nif=word&char=79,95
4072	David Swinson Maynard	Occupation	Pioneer	Section	2	Pioneer Square	partial	In April 1852, Maynard claimed, as a married man, a tract of land of 640 acres in what is now Seattle's Pioneer Square	http://nif.dbpedia.org/wiki/en/David_Swinson_Maynard?dbpv=2016-10&nif=phrase&char=2937,2951
4074	Donald Cargill	Occupation	Covenanter	Abstract	0	Covenanter	exact	Donald Cargill (1619 – 27 July 1681) was a Scottish Covenanter	http://nif.dbpedia.org/wiki/en/Donald_Cargill?dbpv=2016-10&nif=word&char=52,62
4076	Dorothy Loudon	Occupation	Actress	Abstract	0	Best Lead Actress in a Musical	partial	Dorothy Loudon (September 17, 1925 – November 15, 2003) was an American actress and singer. She won the Tony Award for Best Lead Actress in a Musical	http://nif.dbpedia.org/wiki/en/Dorothy_Loudon?dbpv=2016-10&nif=phrase&char=119,149
4076	Dorothy Loudon	Occupation	Actress	Section	2	Drama Desk Award for Outstanding Actress in a Musical	partial	In 1979, Michael Bennett cast Loudon as Bea Asher, a widow who becomes romantically involved with a mail carrier she meets at the local dance hall, in Ballroom. She was nominated for the Tony Award for Best Leading Actress in a Musical and the Drama Desk Award for Outstanding Actress in a Musical	http://nif.dbpedia.org/wiki/en/Dorothy_Loudon?dbpv=2016-10&nif=phrase&char=2651,2704
4076	Dorothy Loudon	Occupation	Actress	Section	2	Drama Desk Award for Outstanding Featured Actress in a Musical	partial	Loudon's performance as the evil orphanage administrator Miss Hannigan in Annie won her the Tony Award and the Drama Desk Award for Outstanding Featured Actress in a Musical	http://nif.dbpedia.org/wiki/en/Dorothy_Loudon?dbpv=2016-10&nif=phrase&char=1756,1818
4077	Dorothy Stratten	Occupation	Playmate	Abstract	0	Playmate of the Year	partial	Dorothy Ruth Hoogstraten (February 28, 1960 – August 14, 1980), who took the stage name Dorothy Stratten, was a Canadian Playboy Playmate, model, and actress. Stratten was the Playboy Playmate of the Month for August 1979, Playmate of the Year	http://nif.dbpedia.org/wiki/en/Dorothy_Stratten?dbpv=2016-10&nif=phrase&char=223,243
4077	Dorothy Stratten	Occupation	Playmate	Abstract	0	Playboy Playmate	partial	Dorothy Ruth Hoogstraten (February 28, 1960 – August 14, 1980), who took the stage name Dorothy Stratten, was a Canadian Playboy Playmate	http://nif.dbpedia.org/wiki/en/Dorothy_Stratten?dbpv=2016-10&nif=phrase&char=121,137
4077	Dorothy Stratten	Occupation	Playmate	Section	1	Playmate of the Year	partial	In 1980 she became Playboy's Playmate of the Year	http://nif.dbpedia.org/wiki/en/Dorothy_Stratten?dbpv=2016-10&nif=phrase&char=1945,1965
4078	Dušan Repovš	Occupation	Mathematician	Abstract	0	Slovenian mathematician	partial	Dušan D. Repovš (born November 30, 1954) is a Slovenian mathematician	http://nif.dbpedia.org/wiki/en/Dušan_Repovš?dbpv=2016-10&nif=phrase&char=46,69
4079	Edwin Smith (photographer)	Occupation	Photographer	Abstract	0	photographer	exact	Edwin George Herbert Smith (15 May 1912 – 29 December 1971) was an English photographer	http://nif.dbpedia.org/wiki/en/Edwin_Smith_(photographer)?dbpv=2016-10&nif=word&char=75,87
4080	Elizabeth Gray Vining	Occupation	Librarian	Abstract	0	librarian	exact	Elizabeth Janet Gray Vining (October 6, 1902 – November 27, 1999) was an American professional librarian	http://nif.dbpedia.org/wiki/en/Elizabeth_Gray_Vining?dbpv=2016-10&nif=word&char=95,104
4081	Elizabeth Montgomery	Occupation	Film	Section	2.2	beach party film	partial	In a parody of her Samantha Stephens role, she made a cameo appearance as a witch at the end of the beach party film	http://nif.dbpedia.org/wiki/en/Elizabeth_Montgomery?dbpv=2016-10&nif=phrase&char=5155,5171
4083	Eva Morris	Occupation	Person	Abstract	0	the oldest recognised person in the world	partial	Eva Morris (née Sharpe, 8 November 1885 – 2 November 2000) was the oldest recognised person in the world	http://nif.dbpedia.org/wiki/en/Eva_Morris?dbpv=2016-10&nif=phrase&char=63,104
4084	Ewing Kauffman	Occupation	Entrepreneur	Section	4	List of entrepreneurs	partial	 *  List of entrepreneurs	http://nif.dbpedia.org/wiki/en/Ewing_Kauffman?dbpv=2016-10&nif=phrase&char=5377,5399
4088	Garner Ted Armstrong	Occupation	Evangelist	Abstract	0	evangelist	exact	Garner Ted Armstrong (February 9, 1930 – September 15, 2003) was an American evangelist	http://nif.dbpedia.org/wiki/en/Garner_Ted_Armstrong?dbpv=2016-10&nif=word&char=77,87
4088	Garner Ted Armstrong	Occupation	Evangelist	Section	8	Garner Ted Armstrong Evangelistic Association homepage	partial	 * Garner Ted Armstrong Evangelistic Association homepage	http://nif.dbpedia.org/wiki/en/Garner_Ted_Armstrong?dbpv=2016-10&nif=phrase&char=17173,17227
4088	Garner Ted Armstrong	Occupation	Evangelist	Section	2.2	Evangelists of the Worldwide Church of God	partial	Garner Ted Armstrong never again had the media outreach that he had enjoyed in his father's organization, nor did his new church ever rival his father's in membership statistics. The Church of God, International did, however, become a haven for some former members of the Pasadena church who took exception to Rader's role and/or the elder Armstrong's autocratic style. As a result, members of the Worldwide Church of God were forbidden by Herbert Armstrong from having any contact with Garner Ted, and his name was removed from a significant number of church publications. At the time of the separation, he was one of the Evangelists of the Worldwide Church of God	http://nif.dbpedia.org/wiki/en/Garner_Ted_Armstrong?dbpv=2016-10&nif=phrase&char=11983,12025
4090	Gene Anthony Ray	Occupation	Actor	Abstract	0	actor	exact	Gene Anthony Ray (May 24, 1962 – November 14, 2003) was an American actor	http://nif.dbpedia.org/wiki/en/Gene_Anthony_Ray?dbpv=2016-10&nif=word&char=68,73
4092	George B. Selden	Occupation	Lawyer	Abstract	0	patent lawyer	partial	George Baldwin Selden (September 14, 1846 in Clarkson, New York – January 17, 1922 in Rochester, New York) was a patent lawyer	http://nif.dbpedia.org/wiki/en/George_B._Selden?dbpv=2016-10&nif=phrase&char=113,126
4093	George Oppen	Occupation	Poet	Section	8.2	National Poetry Foundation	partial	 *  DuPlessis, Rachel Blau, ed., The Selected Letters of George Oppen, Duke University Press, 1990.  *  Hatlen, Burton, ed., George Oppen: Man and Poet (Man/Woman and Poet Series) (Man and Poet Series), National Poetry Foundation	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=phrase&char=8574,8600
4093	George Oppen	Occupation	Poet	Section	2	Poetry	partial	In 1929, George came into a small inheritance and relative financial independence. In 1930 George and Mary moved to California and then to France, where, thanks to their financial input, they were able to establish To Publishers and act as printer/publishers with Zukofsky as editor. The short-lived publishing venture managed to launch works by William Carlos Williams and Ezra Pound. Oppen had begun working on poems for what was to be his first book, Discrete Series, a seminal work in early Objectivist history. Some of these appeared in the February 1931 Objectivist issue of Poetry	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=word&char=3287,3293
4093	George Oppen	Occupation	Poet	Section	6	Poetry	partial	In 1958, the Oppens considered becoming involved in Mexican real estate if their expatriate status was to continue. But they were contemplating a move back to the United States, which caused both of them considerable anxiety, prompting Mary to see a therapist. During one of her visits, George told the therapist about a dream he was having (the Oppens later referred to this incident as the "rust in copper" dream). The therapist persuaded George that the dream had a hidden meaning that would convince Oppen to begin writing poetry again. But Oppen also suggested other factors led to his return to the US and to poetry, including his daughter's well-being, because she was beginning college at Sarah Lawrence. After a brief trip in 1958 to visit their daughter at university, the Oppens moved to Brooklyn, New York early 1960 (although for awhile, returning to Mexico regularly for visits). Back in Brooklyn, Oppen renewed old ties with Louis Zukofksy and Charles Reznikoff and also befriended many younger poets. The poems came in a flurry; within two years Oppen had assembled enough poems for a book and began publishing the poems in Poetry	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=word&char=6605,6611
4093	George Oppen	Occupation	Poet	Section	10	Poetryfoundation.org	partial	Oppen exhibits, sites, and homepages  * Academy of American Poets: George Oppen A brief biography of Oppen, poems, and excerpts from a 1964 recording of the poet.  * George Oppen at Poetryfoundation.org	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=word&char=9720,9740
4093	George Oppen	Occupation	Poet	Section	10	Academy of American Poets: George Oppen	partial	Oppen exhibits, sites, and homepages  * Academy of American Poets: George Oppen	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=phrase&char=9578,9617
4093	George Oppen	Occupation	Poet	Section	10	The Romantic Poetics of George Oppen	partial	Oppen exhibits, sites, and homepages  * Academy of American Poets: George Oppen A brief biography of Oppen, poems, and excerpts from a 1964 recording of the poet.  * George Oppen at Poetryfoundation.org this site includes links to a dozen or so Oppen poems & an article on the poet by Carl Phillips  * Oppen at Modern American Poetry  * Register of the George Oppen Papers in the Mandeville Special Collections Library at UC San Diego  * George Oppen Homepage at Electronic Poetry CenterOthers on Oppen  * "The Phenomenal Oppen" by Forrest Gander at Academy of American Poets and first published at NO: A Journal of the Arts  * Parts, Pairs and Positions: A Reading of George Oppen's 'Discrete Series', essay by Richard Swigg, in Jacket Magazine 37 (online), June 2009.   * George Oppen and Martin Heidegger: The Philosophy and Poetry of Gelassenheit, and the Language of Faith essay by Burt Kimmelman, published in Jacket Magazine 37 (Late 2009)  * Seeing the World: The Poetry of George Oppen essay by Jeremy Hooker, first published in Not comfort/But Vision: Essays on the Poetry of George Oppen(Interim Press, 1987)  * George Oppen in Exile: Mexico and Maritain (For Linda Oppen) essay by Peter Nicholls  * Finding the Phenomenal Oppen on-line reprint of an essay in verse by Forrest Gander which first appeared in No: a journal of the arts  * OPPEN TALK by Kevin Killian transcription of The Tenth Annual George Oppen Memorial Lecture on Twentieth Century Poetics (1995) presented by the Poetry Center & American Poetry Archives of San Francisco State University  * The Romantic Poetics of George Oppen	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=phrase&char=11109,11145
4093	George Oppen	Occupation	Poet	Section	10	Oppen at Modern American Poetry	partial	Oppen exhibits, sites, and homepages  * Academy of American Poets: George Oppen A brief biography of Oppen, poems, and excerpts from a 1964 recording of the poet.  * George Oppen at Poetryfoundation.org this site includes links to a dozen or so Oppen poems & an article on the poet by Carl Phillips  * Oppen at Modern American Poetry	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=phrase&char=9840,9871
4093	George Oppen	Occupation	Poet	Section	10	Academy of American Poets	partial	Oppen exhibits, sites, and homepages  * Academy of American Poets: George Oppen A brief biography of Oppen, poems, and excerpts from a 1964 recording of the poet.  * George Oppen at Poetryfoundation.org this site includes links to a dozen or so Oppen poems & an article on the poet by Carl Phillips  * Oppen at Modern American Poetry  * Register of the George Oppen Papers in the Mandeville Special Collections Library at UC San Diego  * George Oppen Homepage at Electronic Poetry CenterOthers on Oppen  * "The Phenomenal Oppen" by Forrest Gander at Academy of American Poets	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=phrase&char=10088,10113
4093	George Oppen	Occupation	Poet	Section	10	Seeing the World: The Poetry of George Oppen	partial	Oppen exhibits, sites, and homepages  * Academy of American Poets: George Oppen A brief biography of Oppen, poems, and excerpts from a 1964 recording of the poet.  * George Oppen at Poetryfoundation.org this site includes links to a dozen or so Oppen poems & an article on the poet by Carl Phillips  * Oppen at Modern American Poetry  * Register of the George Oppen Papers in the Mandeville Special Collections Library at UC San Diego  * George Oppen Homepage at Electronic Poetry CenterOthers on Oppen  * "The Phenomenal Oppen" by Forrest Gander at Academy of American Poets and first published at NO: A Journal of the Arts  * Parts, Pairs and Positions: A Reading of George Oppen's 'Discrete Series', essay by Richard Swigg, in Jacket Magazine 37 (online), June 2009.   * George Oppen and Martin Heidegger: The Philosophy and Poetry of Gelassenheit, and the Language of Faith essay by Burt Kimmelman, published in Jacket Magazine 37 (Late 2009)  * Seeing the World: The Poetry of George Oppen	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=phrase&char=10488,10532
4093	George Oppen	Occupation	Poet	Section	10	George Oppen Homepage at Electronic Poetry Center	partial	Oppen exhibits, sites, and homepages  * Academy of American Poets: George Oppen A brief biography of Oppen, poems, and excerpts from a 1964 recording of the poet.  * George Oppen at Poetryfoundation.org this site includes links to a dozen or so Oppen poems & an article on the poet by Carl Phillips  * Oppen at Modern American Poetry  * Register of the George Oppen Papers in the Mandeville Special Collections Library at UC San Diego  * George Oppen Homepage at Electronic Poetry Center	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=phrase&char=9976,10025
4093	George Oppen	Occupation	Poet	Abstract	0	poet	exact	George Oppen (April 24, 1908 – July 7, 1984) was an American poet	http://nif.dbpedia.org/wiki/en/George_Oppen?dbpv=2016-10&nif=word&char=61,65
4094	Gertrude Jekyll	Occupation	Horticulturist	Abstract	0	horticulturist	exact	Gertrude Jekyll (/ˈdʒiːkəl/ JEE-kəl; 29 November 1843—8 December 1932) was an influential British horticulturist	http://nif.dbpedia.org/wiki/en/Gertrude_Jekyll?dbpv=2016-10&nif=word&char=98,112
4096	Gordon Honeycombe	Occupation	Newscaster	Abstract	0	newscaster	exact	Ronald Gordon Honeycombe (27 September 1936 – 9 October 2015) was a British newscaster	http://nif.dbpedia.org/wiki/en/Gordon_Honeycombe?dbpv=2016-10&nif=word&char=76,86
4096	Gordon Honeycombe	Occupation	Newscaster	Abstract	0	national newscaster	partial	Gordon Honeycombe was born in Karachi, in the British Raj, and educated at the Edinburgh Academy and read English at University College, Oxford. (His degree was later raised (automatically) to an MA). He completed National Service with the Royal Artillery, mainly in Hong Kong, where he was also an announcer with Radio Hong Kong. Returning to the UK, he embarked on an acting career which led to television and public prominence as a national newscaster	http://nif.dbpedia.org/wiki/en/Gordon_Honeycombe?dbpv=2016-10&nif=phrase&char=559,578
4099	Harry Forbes Witherby	Occupation	Ornithologist	Section	2	American Ornithologists' Union	partial	Witherby's crowning glory was The Handbook of British Birds (1938–1941). Spanning five volumes, it was reprinted a number of times, the later editions having a few pages devoted to corrections and additions to previous editions, but few of these are of great significance and the main text was left untouched. He was made an Honorary Fellow of the American Ornithologists' Union	http://nif.dbpedia.org/wiki/en/Harry_Forbes_Witherby?dbpv=2016-10&nif=phrase&char=2019,2049
4099	Harry Forbes Witherby	Occupation	Ornithologist	Section	2	British Ornithologists' Union	partial	He started one of the world's first two bird ringing schemes in 1909 (they merged in the late 1930s), transferring responsibility, in 1937, to the British Trust for Ornithology (BTO), who continue to run it. Witherby was Hon Secretary and Treasurer (1904–14), and Chairman (1924–27) of the British Ornithologists' Club (1924–1927) and President of the Council of the British Ornithologists' Union	http://nif.dbpedia.org/wiki/en/Harry_Forbes_Witherby?dbpv=2016-10&nif=phrase&char=1346,1375
4099	Harry Forbes Witherby	Occupation	Ornithologist	Section	2	British Ornithologists' Club	partial	He started one of the world's first two bird ringing schemes in 1909 (they merged in the late 1930s), transferring responsibility, in 1937, to the British Trust for Ornithology (BTO), who continue to run it. Witherby was Hon Secretary and Treasurer (1904–14), and Chairman (1924–27) of the British Ornithologists' Club	http://nif.dbpedia.org/wiki/en/Harry_Forbes_Witherby?dbpv=2016-10&nif=phrase&char=1269,1297
4099	Harry Forbes Witherby	Occupation	Ornithologist	Abstract	0	ornithologist	exact	Harry Forbes Witherby, MBE, FZS, MBOU (7 October 1873 – 11 December 1943) was a noted British ornithologist	http://nif.dbpedia.org/wiki/en/Harry_Forbes_Witherby?dbpv=2016-10&nif=word&char=94,107
4101	Anna Chlumsky	Occupation	Actress	Abstract	0	Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series	partial	Anna Chlumsky (born December 3, 1980) is an American actress. She is known for her childhood role in My Girl (1991) and its sequel (1994), as well as her supporting role in the HBO series Veep, for which she has received four consecutive nominations for the Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series	http://nif.dbpedia.org/wiki/en/Anna_Chlumsky?dbpv=2016-10&nif=phrase&char=258,332
4102	Bill Cullen	Occupation	Radio	Abstract	0	radio	exact	William Lawrence Francis "Bill" Cullen (February 18, 1920 – July 7, 1990) was an American radio	http://nif.dbpedia.org/wiki/en/Bill_Cullen?dbpv=2016-10&nif=word&char=90,95
4109	Charles Ingram	Occupation	British	Abstract	0	British Army	partial	Charles William Ingram (born 6 August 1963 in Shardlow, Derbyshire) is a former British Army	http://nif.dbpedia.org/wiki/en/Charles_Ingram?dbpv=2016-10&nif=phrase&char=80,92
4113	Deborah Lipstadt	Occupation	Historian	Abstract	0	historian	exact	Deborah Esther Lipstadt (born March 18, 1947) is an American historian	http://nif.dbpedia.org/wiki/en/Deborah_Lipstadt?dbpv=2016-10&nif=word&char=61,70
4115	Edward Dmytryk	Occupation	Director	Abstract	0	Oscar nomination for Best Director	partial	Edward Dmytryk (September 4, 1908 – July 1, 1999) was a Canadian-born American film director. He was known for his 1940s films noir and received an Oscar nomination for Best Director	http://nif.dbpedia.org/wiki/en/Edward_Dmytryk?dbpv=2016-10&nif=phrase&char=148,182
4115	Edward Dmytryk	Occupation	Director	Abstract	0	Directors Guild Award	partial	First hired again by independent producer Stanley Kramer in 1952, Dmytryk is likely best known for directing The Caine Mutiny (1954), a critical and commercial success. The second highest-grossing film of the year, it was nominated for Best Picture and several other awards at the 1955 Oscars. Dmytryk was nominated for a Directors Guild Award	http://nif.dbpedia.org/wiki/en/Edward_Dmytryk?dbpv=2016-10&nif=phrase&char=898,919
4115	Edward Dmytryk	Occupation	Director	Section	4	Directors Guild Award	partial	 *  1948, nominated for Best Director for Crossfire at the Oscars  *  1955, The Caine Mutiny nominated for Best Picture at the Oscars  *  1955, Dmytryk was nominated for a Directors Guild Award	http://nif.dbpedia.org/wiki/en/Edward_Dmytryk?dbpv=2016-10&nif=phrase&char=7604,7625
4115	Edward Dmytryk	Occupation	Director	Section	1.2	Best Director Oscar	partial	Dmytryk made his directorial debut with The Hawk in 1935. His best-known films from these early years were film noirs: Murder, My Sweet (1944), adapted from Raymond Chandler's novel, Farewell, My Lovely; and Crossfire (1947), for which he received a Best Director Oscar	http://nif.dbpedia.org/wiki/en/Edward_Dmytryk?dbpv=2016-10&nif=phrase&char=1900,1919
