Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
4062	Jack Cassidy	Spouse	Shirley Jones	Section	3.1	Shirley Jones	exact	Cassidy was married twice. His first marriage in 1946 was to actress Evelyn Ward. Together they had a son, David, who later became a teen idol. They divorced in 1956 and in the same year Cassidy married singer and actress Shirley Jones	http://nif.dbpedia.org/wiki/en/Jack_Cassidy?dbpv=2016-10&nif=phrase&char=2483,2496
4062	Jack Cassidy	Spouse	Shirley Jones	Section	8	Shirley Jones	exact	 * Speaking of Love (1957) Columbia Records  * Brigadoon (1957) Columbia Records  * With Love from Hollywood (1958) Columbia  * Marriage Type Love (1959) RCA Records  * Maggie Flynn (1968) RCA Records  * Showtunes (1995) Sony Music Entertainment  * Essential Masters (2011) Master Classics Records  *  Marriage Type Love (2014) Columbia Masterworks RecordsGuest appearances  * Free to Be... You and Me (1972) Bell Records (song: "Girl Land" with Shirley Jones	http://nif.dbpedia.org/wiki/en/Jack_Cassidy?dbpv=2016-10&nif=phrase&char=7633,7646
4065	Margo (actress)	Spouse	Eddie Albert	Section	1	Eddie Albert	exact	She married, secondly, to actor Eddie Albert	http://nif.dbpedia.org/wiki/en/Margo_(actress)?dbpv=2016-10&nif=phrase&char=873,885
4066	Dennis Waterman	Spouse	Rula Lenska	Section	4	Rula Lenska	exact	 * Penny Dixon (1967–1976)  * Patricia Maynard (1977–1987), an actress with whom he has two daughters, one of whom, Hannah Waterman, is also an actress. Hannah is best known for playing Laura Beale in the BBC1 soap opera EastEnders, and later appeared in New Tricks alongside Waterman as his character's daughter.  * Rula Lenska	http://nif.dbpedia.org/wiki/en/Dennis_Waterman?dbpv=2016-10&nif=phrase&char=7705,7716
4068	Wyatt Earp	Spouse	Josephine Earp	Abstract	0	Josephine Earp	exact	Earp was a lifelong gambler and was always looking for a quick way to make money. After leaving Tombstone, Earp went to San Francisco where he reunited with Josephine Earp	http://nif.dbpedia.org/wiki/en/Wyatt_Earp?dbpv=2016-10&nif=phrase&char=2709,2723
4068	Wyatt Earp	Spouse	Josephine Earp	Section	13.7	Josephine Earp	exact	 *  Law and Order (1932) – Walter Huston as Frame Johnson, inspired by Wyatt Earp.  *  Dodge City (1939) – Errol Flynn as Wade Hatton, inspired by Wyatt Earp.  *  Winchester '73 (1950) – James Stewart wins a rare Winchester rifle that is stolen. Will Geer portrays Wyatt Earp.  *  Gun Belt (1953) – Outlaw Billy Ringo tries to go straight.  *  Masterson of Kansas (1954) – Bat Masterson is assisted by Wyatt Earp and Doc Holliday.  *  Badman's Country (1958) – Pat Garrett catches up to Butch Cassidy's gang and calls in Wyatt Earp.  *  Alias Jesse James (1959) – Bob Hope stars and Hugh O'Brian briefly appears as Wyatt Earp.  *  The Secret World of Eddie Hodges (1960) – TV musical starring Jackie Gleason and Hugh O'Brian as Wyatt Earp.  *  Cheyenne Autumn (1964) James Stewart as Wyatt Earp and Arthur Kennedy as Doc Holliday.  *  Desafío en Rio Bravo (1965) – Guy Madison as Wyatt Earp.  *  "The Gunfighters" (1966), an episode of Doctor Who – The TARDIS materializes in Tombstone prior to the gunfight.  *  Hour of the Gun (1967) James Garner as Wyatt Earp.  *  "Spectre of the Gun" (1968), an episode of Star Trek: The Original Series – Officers of the USS Enterprise are cast as the Cowboys. Ron Soble plays Wyatt Earp.  *  Alias Smith and Jones – Cameron Mitchell as Wyatt Earp and Bill Fletcher plays Doc Holliday.  *  I Married Wyatt Earp (1983) – Based on the supposed memoir. Marie Osmond as Josephine Earp	http://nif.dbpedia.org/wiki/en/Wyatt_Earp?dbpv=2016-10&nif=phrase&char=127573,127587
4069	Oveta Culp Hobby	Spouse	William P. Hobby	Section	4	William P. Hobby	exact	In 1930 she began working at the Houston Post newspaper which launched her journalistic career. In 1931 she married William P. Hobby	http://nif.dbpedia.org/wiki/en/Oveta_Culp_Hobby?dbpv=2016-10&nif=phrase&char=2662,2678
4069	Oveta Culp Hobby	Spouse	William P. Hobby	Section	4	William P. Hobby, Jr.	partial	Her son William P. Hobby, Jr.	http://nif.dbpedia.org/wiki/en/Oveta_Culp_Hobby?dbpv=2016-10&nif=phrase&char=3148,3169
4070	Maud de Ufford, Countess of Oxford	Spouse	Thomas de Vere, 8th Earl of Oxford	Abstract	0	Thomas de Vere, 8th Earl of Oxford	exact	Maud de Ufford, Countess of Oxford (1345/1346 – 25 January 1413) was a wealthy English noblewoman and the wife of Thomas de Vere, 8th Earl of Oxford	http://nif.dbpedia.org/wiki/en/Maud_de_Ufford,_Countess_of_Oxford?dbpv=2016-10&nif=phrase&char=114,148
4071	Aamir Ali	Spouse	Sanjeeda Sheikh	Section	3	Sanjeeda Sheikh	exact	Ali married his girlfriend Sanjeeda Sheikh	http://nif.dbpedia.org/wiki/en/Aamir_Ali?dbpv=2016-10&nif=phrase&char=1808,1823
4071	Aamir Ali	Spouse	Sanjeeda Sheikh	Section	1	Sanjeeda Sheikh	exact	Ali appeared in Kahaani Ghar Ghar Kii playing the role Sameer Kaul. Later he joined channel Sahara One's Woh Rehne Waali Mehlon Ki to play the role of Saumya Parashar. He played a lead in Kya Dill Mein Hai. He participated in Nach Baliye 3 with Sanjeeda Sheikh	http://nif.dbpedia.org/wiki/en/Aamir_Ali?dbpv=2016-10&nif=phrase&char=781,796
4072	Baldwin IV, Count of Hainaut	Spouse	Alice of Namur	Section	2	Alice of Namur	exact	Baldwin married Alice of Namur	http://nif.dbpedia.org/wiki/en/Baldwin_IV,_Count_of_Hainaut?dbpv=2016-10&nif=phrase&char=521,535
4073	Zulfiqar Mirza	Spouse	Fahmida Mirza	Abstract	0	Fahmida Mirza	exact	Zulfiqar Mirza is a Pakistani politician who is affiliated with the Pakistan Peoples Party (PPP). He is from Badin District, Sindh, Pakistan. He acquired his secondary education at Cadet College Petaro in the late 1960s, and graduated from Liaquat University of Medical and Health Sciences at Jamshoro. He is married to Fahmida Mirza	http://nif.dbpedia.org/wiki/en/Zulfiqar_Mirza?dbpv=2016-10&nif=phrase&char=320,333
4076	Marie-Claude Vaillant-Couturier	Spouse	Paul Vaillant-Couturier	Section	1.1	Paul Vaillant-Couturier	exact	Vaillant-Couturier became a photojournalist at a time when the trade was overwhelmingly male, which earned her the nickname of “the lady in Rolleiflex”. She joined the Association des Écrivains et Artistes Révolutionnaires (AEAR) and in 1934 the Mouvement Jeunes communistes de France (MJCF), the Communist Youth Movement of France, as well as in 1936, the Union of the Girls of France. In 1934, she married Paul Vaillant-Couturier	http://nif.dbpedia.org/wiki/en/Marie-Claude_Vaillant-Couturier?dbpv=2016-10&nif=phrase&char=864,887
4077	Catherine Schell	Spouse	William Marlowe	Section	3.2	William Marlowe	exact	While filming Amsterdam Affair in 1968, Schell met and married her first husband, British actor William Marlowe	http://nif.dbpedia.org/wiki/en/Catherine_Schell?dbpv=2016-10&nif=phrase&char=4323,4338
4078	Georg, Duke of Saxe-Altenburg	Spouse	Duchess Marie Louise of Mecklenburg-Schwerin	Section	2	Duchess Marie Louise of Mecklenburg-Schwerin	exact	In Ludwigslust on 7 October 1825 Georg married with Duchess Marie Louise of Mecklenburg-Schwerin	http://nif.dbpedia.org/wiki/en/Georg,_Duke_of_Saxe-Altenburg?dbpv=2016-10&nif=phrase&char=531,575
4081	Gertan Klauber	Spouse	Gwendolyn Watts	Abstract	0	Gwendolyn Watts	exact	He was married to the British actress Gwendolyn Watts	http://nif.dbpedia.org/wiki/en/Gertan_Klauber?dbpv=2016-10&nif=phrase&char=692,707
4082	Joy MacPhail	Spouse	James Shavick	Abstract	0	James Shavick	exact	Following her departure from politics, MacPhail married film and television producer James Shavick	http://nif.dbpedia.org/wiki/en/Joy_MacPhail?dbpv=2016-10&nif=phrase&char=2370,2383
4083	Abdülmecid I	Spouse	Perestu Kadın	Section	3	Perestu Kadın	exact	 *  Circassian (of the Kabardian tribe) Servetseza Kadın (1 September 1823, Maykop, Russia – 24 September 1878 Istanbul), married in Istanbul, Topkapı Palace, in 1838, daughter of Prince Mansur Bey Temruko and Princess Fülane Hanım Dadeşkeliani, without issue.  *  Circassian (of the Shapsug tribe) Tirimüjgan Kadın (c. 1825 – Istanbul, Feriye Palace, 3 October 1852), married in Istanbul, Topkapı Palace, in 1839, daughter of Bekhan Bey and Almaş Hanım, and had:  * Princess Naime Sultan (11 October 1840 – 1 May 1843, buried in Laleli türbesi);   * Sultan Mehmed Abdul Hamid II, 34th Sultan of the Ottoman Empire;  * Prince Mehmed Abid (22 April 1848 – 7 May 1848, buried in New Mosque – Refia Sultan türbesi);  *  Circassian (of the Ubykh tribe) Düzdidil Kadın (née Ayşe Dişan, c. 1825, North Caucasus – 18 August 1845, Istanbul), married in Istanbul, Topkapı Palace, in 1839, daughter of Şıhım Bey Dişan and Princess Fülane Hanım Çaçba, and had:  * Princess Mevhibe Sultan (31 May 1840 – 9 February 1841, buried in Bahçekapı, Hamidiye Türbesi);  * Princess Neyyire Sultan (13 October 1841 – 18 December 1843);  * Princess Cemile Sultan (Old Beylerbeyi Palace, Bosphorus, 17 August 1843 – Erenköy, 26 February 1915);  * Princess Samiye Sultan (23 February 1845 – 18 April 1845, buried in New Mosque, Istanbul);  *  Circassian (of the Ubykh tribe who temporarily sought refuge in present-day Georgia) Valide Sultan Şevkefza Sultan, (c. 1825, Poti, Georgia – 17 September 1889, Istanbul, Ortaköy, Çırağan Palace), married in Istanbul, Topkapı Palace, in 1839, daughter of Mehmed Bey Zaurum and Cemile Hanım, and had  * Mehmed Murad V, 33rd Sultan of the Ottoman Empire;  * Aliye Sultan (20 October 1842 – 10 July 1845, buried in New Mosque);  *  Abkhazian Zeynifelek Hanım (c. 1825, North Caucasus – December 1841, Istanbul), married in Istanbul in 1839, daughter of Prince Aslan Bey Klıç and Princess Şaşa Hanım Loo, and had:  * Princess Behiye Sultan (22 February 1841 – 3 June 1847).  *  Bosniak Gülcemal Kadın, (Caucasus, c. 1826 – Istanbul, Ortaköy, Ortaköy Palace, 16 November 1851), married in Istanbul, Topkapı Palace, in 1840 and had:  * Princess Fatma Sultan (1 November 1840 – 26 August 1884);  * Princess Refia Sultan (Beşiktaş Palace, 7 February 1842 – Fındıklı Palace, 4 January 1880);  * Sultan Mehmed V Reşad, 35th Sultan of the Ottoman Empire;  *  Abkhazian Verdicenan Kadın (née Saliha Açba, c. 1830, Sukhumi, Abkhazia – 9 December 1889, Istanbul, Beşiktaş, Beşiktaş Palace), married in Istanbul, Topkapı Palace, in 1844, daughter of Prince Kaytuk Giorgi Bey Açba and Princess Yelizaveta Hanım, and had:  * Princess Münire Sultan (Topkapı Palace, Istanbul, 9 December 1844 – Istanbul, 29 June 1862).  * Prince Şehzade Ahmed Kemaleddin (Old Çırağan Palace, Istanbul, 3 December 1847 – Beşiktaş Palace, Istanbul, 26 April 1905);  *  Circassian (of the Ubykh tribe) Valide Sultan Perestu Kadın	http://nif.dbpedia.org/wiki/en/Abdülmecid_I?dbpv=2016-10&nif=phrase&char=11413,11426
4084	José Ferrer	Spouse	Phyllis Hill	Section	3	Phyllis Hill	exact	 * Uta Hagen (1938–1948): Ferrer and Hagen had one child, their daughter Leticia (born October 15, 1940). They divorced in 1948, partly due to Hagen's long-concealed affair with Paul Robeson, with whom Hagen and Ferrer had co-starred in the Broadway production of Othello.  * Phyllis Hill	http://nif.dbpedia.org/wiki/en/José_Ferrer?dbpv=2016-10&nif=phrase&char=9445,9457
4085	Abdülmecid I	Spouse	Şevkefza Sultan	Section	3	Şevkefza Sultan	exact	 *  Circassian (of the Kabardian tribe) Servetseza Kadın (1 September 1823, Maykop, Russia – 24 September 1878 Istanbul), married in Istanbul, Topkapı Palace, in 1838, daughter of Prince Mansur Bey Temruko and Princess Fülane Hanım Dadeşkeliani, without issue.  *  Circassian (of the Shapsug tribe) Tirimüjgan Kadın (c. 1825 – Istanbul, Feriye Palace, 3 October 1852), married in Istanbul, Topkapı Palace, in 1839, daughter of Bekhan Bey and Almaş Hanım, and had:  * Princess Naime Sultan (11 October 1840 – 1 May 1843, buried in Laleli türbesi);   * Sultan Mehmed Abdul Hamid II, 34th Sultan of the Ottoman Empire;  * Prince Mehmed Abid (22 April 1848 – 7 May 1848, buried in New Mosque – Refia Sultan türbesi);  *  Circassian (of the Ubykh tribe) Düzdidil Kadın (née Ayşe Dişan, c. 1825, North Caucasus – 18 August 1845, Istanbul), married in Istanbul, Topkapı Palace, in 1839, daughter of Şıhım Bey Dişan and Princess Fülane Hanım Çaçba, and had:  * Princess Mevhibe Sultan (31 May 1840 – 9 February 1841, buried in Bahçekapı, Hamidiye Türbesi);  * Princess Neyyire Sultan (13 October 1841 – 18 December 1843);  * Princess Cemile Sultan (Old Beylerbeyi Palace, Bosphorus, 17 August 1843 – Erenköy, 26 February 1915);  * Princess Samiye Sultan (23 February 1845 – 18 April 1845, buried in New Mosque, Istanbul);  *  Circassian (of the Ubykh tribe who temporarily sought refuge in present-day Georgia) Valide Sultan Şevkefza Sultan	http://nif.dbpedia.org/wiki/en/Abdülmecid_I?dbpv=2016-10&nif=phrase&char=9934,9949
4086	Annabella (actress)	Spouse	Jean Murat	Section	1	Jean Murat	exact	She was cast as the female lead in the British-made film Wings of the Morning (1937) with Henry Fonda. Under contract to 20th Century Fox, she traveled to America and appeared in Suez (1938) with Loretta Young and Tyrone Power. Her romance with Power was widely reported by movie magazines of the day. Darryl F. Zanuck, movie mogul at 20th Century Fox, did not want his matinee idol married. He offered Annabella a multi-movie deal that would take her overseas. She refused to leave Power, and on completion of Suez (1938), she returned to France to obtain a divorce from her then-husband, Jean Murat	http://nif.dbpedia.org/wiki/en/Annabella_(actress)?dbpv=2016-10&nif=phrase&char=1374,1384
4087	Antonio Farnese, Duke of Parma	Spouse	Enrichetta d'Este	Abstract	0	Enrichetta d'Este	exact	Antonio Farnese (29 May 1679 – 20 January 1731) was the eighth and final Farnese Duke of Parma and Piacenza. He married, in 1727, Enrichetta d'Este	http://nif.dbpedia.org/wiki/en/Antonio_Farnese,_Duke_of_Parma?dbpv=2016-10&nif=phrase&char=130,147
4087	Antonio Farnese, Duke of Parma	Spouse	Enrichetta d'Este	Section	1	Enrichetta d'Este	exact	By the time of his accession in February 1727, the morbidly obese Antonio had scant desire to rule. His life of hedonism continued unperturbed: he stayed up all night, sat for dinner one hour before dawn, played faro and basset and attended Countess Bori's salons on a daily basis. As there was no heir to the duchy, the secretary of state, Count Anvidi, and Bori coerced an unwilling Antonio to marry Enrichetta d'Este	http://nif.dbpedia.org/wiki/en/Antonio_Farnese,_Duke_of_Parma?dbpv=2016-10&nif=phrase&char=1544,1561
4089	Vincenzo II Gonzaga, Duke of Mantua	Spouse	Isabella Gonzaga	Abstract	0	Isabella Gonzaga	exact	He was the son of Duke Vincent I and Eleonora de' Medici and inherited the duchy at the death of his elder brother Ferdinand, receiving the imperial investiture on February 8, 1627. He had also received a cardinalate on Ferdinando's succession, but had dismissed it in 1616 to be able to marry his relative Isabella Gonzaga	http://nif.dbpedia.org/wiki/en/Vincenzo_II_Gonzaga,_Duke_of_Mantua?dbpv=2016-10&nif=phrase&char=434,450
4090	David Shuster	Spouse	Julianna Goldman	Section	1	Julianna Goldman	exact	Shuster was born to a Jewish family in Bloomington, Indiana. He is the son of Arnold Shuster of Bloomington and Susan Klein of Nashville, Indiana; and stepson of Robert Agranoff (married to his mother) and Rose Mahern-Shuster (married to his father). He has one living brother, Jonathan. He graduated in 1985 from Bloomington High School South, and with honors from the University of Michigan. He is in the process of completing a Master of Arts degree in International Affairs at Georgetown University. He was married on May 27, 2007, to journalist Julianna Goldman	http://nif.dbpedia.org/wiki/en/David_Shuster?dbpv=2016-10&nif=phrase&char=1202,1218
4092	Prince Frederick of Schaumburg-Lippe	Spouse	Princess Antoinette of Anhalt	Section	3	Princess Antoinette of Anhalt	exact	Frederick married a second time on 26 May 1909 at Dessau to Princess Antoinette of Anhalt	http://nif.dbpedia.org/wiki/en/Prince_Frederick_of_Schaumburg-Lippe?dbpv=2016-10&nif=phrase&char=2547,2576
4093	Nancy Travis	Spouse	Robert N. Fried	Section	3	Robert N. Fried	exact	In 1994, Travis married Robert N. Fried	http://nif.dbpedia.org/wiki/en/Nancy_Travis?dbpv=2016-10&nif=phrase&char=3505,3520
4094	Bogd Khan	Spouse	Tsendiin Dondogdulam	Abstract	0	Tsendiin Dondogdulam	exact	The Bogd Khan (Mongolian: Богд Живзундамба Агваанлувсанчойжинямданзанванчүг, Bogd Jivzundamba Agvaanluvsanchoijinyamdanzanvanchüg; 1869–1924) was enthroned as Khagan of Mongolia (Bogd Khaganate) on 29 December 1911, when Outer Mongolia declared independence from the Qing dynasty after the Xinhai Revolution. He was born in Tibet. As the 8th Jebtsundamba Khutuktu, he was the third most important person in the Tibetan Buddhism hierarchy, below only the Dalai and Panchen Lamas, and therefore also known as the "Bogdo Lama". He was the spiritual leader of Outer Mongolia's Tibetan Buddhism. His wife Tsendiin Dondogdulam	http://nif.dbpedia.org/wiki/en/Bogd_Khan?dbpv=2016-10&nif=phrase&char=600,620
4095	Julio María Sanguinetti	Spouse	Marta Canessa	Section	8	Marta Canessa	exact	He is married to the historian and journalist Marta Canessa	http://nif.dbpedia.org/wiki/en/Julio_María_Sanguinetti?dbpv=2016-10&nif=phrase&char=16629,16642
4096	Deborah	Spouse	Lapidoth	Abstract	0	Lapidoth	exact	Deborah (Hebrew: דְּבוֹרָה, Modern Dvora, Tiberian Dəḇôrā; "Bee") was a prophet of the God of the Israelites, the fourth Judge of pre-monarchic Israel, counselor, warrior, and the wife of Lapidoth	http://nif.dbpedia.org/wiki/en/Deborah?dbpv=2016-10&nif=word&char=188,196
4097	Prince Claus of the Netherlands	Spouse	Beatrix of the Netherlands	Abstract	0	Queen Beatrix of the Netherlands	partial	Claus George Willem Otto Frederik Geert van Amsberg (né Klaus-Georg Wilhelm Otto Friedrich Gerd von Amsberg; 6 September 1926 – 6 October 2002), later Prince Claus of the Netherlands, was the husband of Queen Beatrix of the Netherlands	http://nif.dbpedia.org/wiki/en/Prince_Claus_of_the_Netherlands?dbpv=2016-10&nif=phrase&char=203,235
4098	Princess Cecilia of Sweden	Spouse	Christopher II, Margrave of Baden-Rodemachern	Abstract	0	Christopher II, Margrave of Baden-Rodemachern	exact	Cecilia of Sweden, (Swedish: Cecilia Gustavsdotter Vasa) (16 November 1540 in Stockholm – 27 January 1627 in Brussels), was Princess of Sweden as the daughter of King Gustav I and his second queen, Margaret Leijonhufvud, and Margravine of Baden-Rodemachern through marriage with Christopher II, Margrave of Baden-Rodemachern	http://nif.dbpedia.org/wiki/en/Princess_Cecilia_of_Sweden?dbpv=2016-10&nif=phrase&char=279,324
4098	Princess Cecilia of Sweden	Spouse	Christopher II, Margrave of Baden-Rodemachern	Section	1.1	Christopher II, Margrave of Baden-Rodemachern	exact	Cecilia married Christopher II, Margrave of Baden-Rodemachern	http://nif.dbpedia.org/wiki/en/Princess_Cecilia_of_Sweden?dbpv=2016-10&nif=phrase&char=6524,6569
4100	Laura Leighton	Spouse	Doug Savant	Section	3	Doug Savant	exact	Leighton was born Laura Miller in Iowa City, Iowa, and is a 1986 graduate of West High School in Iowa City. She assumed her grandfather's surname in 1988. In May 1998, she married her Melrose Place co-star Doug Savant	http://nif.dbpedia.org/wiki/en/Laura_Leighton?dbpv=2016-10&nif=phrase&char=4081,4092
4101	Samantha Nutt	Spouse	Eric Hoskins	Abstract	0	Eric Hoskins	exact	Nutt is on staff at Women's College Hospital in Toronto and is an Assistant Professor at the University of Toronto in the Department of Family and Community Medicine. She is also on the board of the David Suzuki Foundation. She is married to Ontario's Minister of Health and Long Term Care, Eric Hoskins	http://nif.dbpedia.org/wiki/en/Samantha_Nutt?dbpv=2016-10&nif=phrase&char=1167,1179
4102	Tutta Rolf	Spouse	Hasse Ekman	Abstract	0	Hasse Ekman	exact	Tutta Rolf (born Solveig Jenny Berntzen; 7 October 1907 – 26 October 1994) was a Norwegian-Swedish film and theatre actress and singer. Born in Oslo. She appeared in 14 films between 1932 and 1939. She was married three times, firstly to native Swed actor and singer Ernst Rolf (1930–1932) and then to American director Jack Donohue (1936–1950) and finally to Swedish director/producer Hasse Ekman	http://nif.dbpedia.org/wiki/en/Tutta_Rolf?dbpv=2016-10&nif=phrase&char=386,397
4103	Debbie Abrahams	Spouse	John Abrahams	Section	1	John Abrahams	exact	In 2002 Abrahams was appointed chair of Rochdale Primary Care Trust. From 2006 to 2010 she was Director of the International Health Impact Assessment Consortium at the University of Liverpool. She married John Abrahams	http://nif.dbpedia.org/wiki/en/Debbie_Abrahams?dbpv=2016-10&nif=phrase&char=985,998
4104	Catherine Jagiellon	Spouse	John III of Sweden	Abstract	0	John III of Sweden	exact	Catherine Jagiellon (Polish: Katarzyna Jagiellonka; Swedish: Katarina Jagellonica, Lithuanian: Katerina Jogailatė; 1 November 1526 – 16 September 1583) was a Polish princess and the wife of John III of Sweden	http://nif.dbpedia.org/wiki/en/Catherine_Jagiellon?dbpv=2016-10&nif=phrase&char=190,208
4105	Bonne of Bohemia	Spouse	John II of France	Abstract	0	John II of France	exact	Bonne of Luxemburg or Jutta of Luxemburg (20 May 1315 – 11 September 1349), was born Jutta (Judith), the second daughter of John the Blind, king of Bohemia, and his first wife, Elisabeth of Bohemia. She was the first wife of King John II of France	http://nif.dbpedia.org/wiki/en/Bonne_of_Bohemia?dbpv=2016-10&nif=phrase&char=230,247
4107	Hank Azaria	Spouse	Katie Wright	Abstract	0	Katie Wright	exact	He also had recurring roles on the television series Mad About You and Friends, played the title character in the drama Huff (2004–2006), and appeared in the popular stage musical Spamalot. Though originally known as a comic actor, Azaria has also taken on more dramatic roles including the TV films Tuesdays With Morrie (1999) and Uprising (2001). He has won six Emmys and a Screen Actors Guild Award. Azaria was married to actress Helen Hunt from 1999 to 2000 and has been married to actress Katie Wright	http://nif.dbpedia.org/wiki/en/Hank_Azaria?dbpv=2016-10&nif=phrase&char=1391,1403
4107	Hank Azaria	Spouse	Katie Wright	Section	4	Katie Wright	exact	Azaria began dating former actress Katie Wright	http://nif.dbpedia.org/wiki/en/Hank_Azaria?dbpv=2016-10&nif=phrase&char=32495,32507
4108	Rex Harrison	Spouse	Kay Kendall	Section	3	Kay Kendall	exact	 *  Colette Thomas, 1934–1942 (divorced); one son, the actor/singer Noel Harrison, (29 January 1934 – 19 October 2013)  *  Lilli Palmer, 1943–1957 (divorced); one son, the novelist/playwright Carey Harrison  *  Kay Kendall	http://nif.dbpedia.org/wiki/en/Rex_Harrison?dbpv=2016-10&nif=phrase&char=8054,8066
4108	Rex Harrison	Spouse	Kay Kendall	Section	3	Kay Kendall	exact	In 1957, Harrison married the actress Kay Kendall	http://nif.dbpedia.org/wiki/en/Rex_Harrison?dbpv=2016-10&nif=phrase&char=6152,6163
4109	Rachel Miner	Spouse	Macaulay Culkin	Section	2	Macaulay Culkin	exact	A third-generation Miner in show business, she is the daughter of director and teacher Peter Miner and the granddaughter of director/producer Worthington Miner and actress Frances Fuller. In 1998, she married Home Alone actor Macaulay Culkin	http://nif.dbpedia.org/wiki/en/Rachel_Miner?dbpv=2016-10&nif=phrase&char=5494,5509
4110	Ranuccio I Farnese, Duke of Parma	Spouse	Margherita Aldobrandini	Abstract	0	Margherita Aldobrandini	exact	The husband of Margherita Aldobrandini	http://nif.dbpedia.org/wiki/en/Ranuccio_I_Farnese,_Duke_of_Parma?dbpv=2016-10&nif=phrase&char=1206,1229
4111	Zachary Levi	Spouse	Missy Peregrym	Section	3	Missy Peregrym	exact	On June 16, 2014, Canadian actress Missy Peregrym	http://nif.dbpedia.org/wiki/en/Zachary_Levi?dbpv=2016-10&nif=phrase&char=7100,7114
4113	Violeta Chamorro	Spouse	Pedro Joaquín Chamorro Cardenal	Section	1	Pedro Joaquín Chamorro Cardenal	exact	She met Pedro Joaquín Chamorro Cardenal	http://nif.dbpedia.org/wiki/en/Violeta_Chamorro?dbpv=2016-10&nif=phrase&char=4372,4403
4113	Violeta Chamorro	Spouse	Pedro Joaquín Chamorro Cardenal	Abstract	0	Pedro Joaquín Chamorro Cardenal	exact	Born into a landed family in southern Nicaragua, Chamorro was partially educated in the United States. After returning to her home country, she married and raised a family. Her husband, Pedro Joaquín Chamorro Cardenal	http://nif.dbpedia.org/wiki/en/Violeta_Chamorro?dbpv=2016-10&nif=phrase&char=511,542
4114	Veronica Lodge	Spouse	Reggie Mantle	Section	1	Reggie Mantle	exact	She is called both by her name Veronica and her nicknames "Ronnie" and "Ron." Bob Montana, creator of the original Archie characters, knew the Lodge family, because he had once painted a mural for them. Montana combined that name with actress Veronica Lake to create the character of Veronica Lodge. Her character was added just months after Archie Andrews, Betty Cooper, and Jughead Jones debuted, and just a few months before Reggie Mantle	http://nif.dbpedia.org/wiki/en/Veronica_Lodge?dbpv=2016-10&nif=phrase&char=568,581
4114	Veronica Lodge	Spouse	Reggie Mantle	Section	2	Reggie Mantle	exact	Her other friends include Ethel Muggs, Midge Klump and Nancy Woods, and they all enjoy having slumber parties and shopping at the mall together. Aside from Archie, Veronica frequently dates Reggie Mantle	http://nif.dbpedia.org/wiki/en/Veronica_Lodge?dbpv=2016-10&nif=phrase&char=4335,4348
4115	Laurence Luckinbill	Spouse	Robin Strasser	Section	1	Robin Strasser	exact	He is married to actress Lucie Arnaz, daughter of Lucille Ball and Desi Arnaz. They have three children together, Simon, Joseph, and Katharine. Arnaz and Luckinbill have toured together in theatrical productions such as They're Playing Our Song. He also has two sons from his previous marriage to actress Robin Strasser	http://nif.dbpedia.org/wiki/en/Laurence_Luckinbill?dbpv=2016-10&nif=phrase&char=1554,1568
4116	Valentine Penrose	Spouse	Roland Penrose	Section	1	Roland Penrose	exact	In 1925 she married the English artist, historian and poet Roland Penrose	http://nif.dbpedia.org/wiki/en/Valentine_Penrose?dbpv=2016-10&nif=phrase&char=313,327
4118	José Ferrer	Spouse	Uta Hagen	Section	2.1	Uta Hagen	exact	Ferrer made his Broadway debut in 1935. In 1940, he played his first starring role on Broadway, the title role in Charley's Aunt, partly in drag. He played Iago in Margaret Webster's Broadway production of Othello (1943), which starred Paul Robeson in the title role, Webster as Emilia, and Ferrer's wife, Uta Hagen	http://nif.dbpedia.org/wiki/en/José_Ferrer?dbpv=2016-10&nif=phrase&char=1987,1996
4118	José Ferrer	Spouse	Uta Hagen	Section	3	Uta Hagen	exact	 * Uta Hagen	http://nif.dbpedia.org/wiki/en/José_Ferrer?dbpv=2016-10&nif=phrase&char=9172,9181
4119	Ruth Ford (actress)	Spouse	Zachary Scott	Section	1	Zachary Scott	exact	Ford married film star Zachary Scott	http://nif.dbpedia.org/wiki/en/Ruth_Ford_(actress)?dbpv=2016-10&nif=phrase&char=884,897
4122	John Everett Millais	Spouse	Effie Gray	Section	6	Effie Gray	exact	Millais's relationship with Ruskin and Effie has been the subject of several dramas, beginning with the silent film The Love of John Ruskin from 1912. There have also been stage and radio plays and an opera. The 2014 film, Effie Gray	http://nif.dbpedia.org/wiki/en/John_Everett_Millais?dbpv=2016-10&nif=phrase&char=11286,11296
4123	Effie Gray	Spouse	John Everett Millais	Abstract	0	John Everett Millais	exact	Euphemia Chalmers "Effie" Millais, Lady Millais née Gray (7 May 1828 – 23 December 1897) was the wife of the critic John Ruskin, but she left her husband without the marriage being consummated. She later married his protégé, the Pre-Raphaelite painter John Everett Millais	http://nif.dbpedia.org/wiki/en/Effie_Gray?dbpv=2016-10&nif=phrase&char=252,272
4124	Uta Hagen	Spouse	José Ferrer	Section	2	José Ferrer	exact	Uta Hagen was married to José Ferrer	http://nif.dbpedia.org/wiki/en/Uta_Hagen?dbpv=2016-10&nif=phrase&char=8425,8436
