number of equals = 2951
number of contains = 176
notInAbstractList = 6906
Appoaches:
	Sbj-Obj = 2313
	Pronoun-Obj = 814
Extraction:
	In Sentence = 2969
	In Paragraph = 158
Blank Sentences = 7
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Sbj-Obj		Menen Asfaw	http://dbpedia.org/resource/Prince_Sahle_Selassie	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Menen_Asfaw	Prince Sahle Selassie (27 February 1931 - 24 April 1962) was the youngest child of Emperor Haile Selassie and Empress Menen Asfaw	Prince Sahle Selassie (27 February 1931 - 24 April 1962) was the youngest child of Emperor Haile Selassie and Empress Menen Asfaw of Ethiopia. His full title was "His Imperial Highness, Prince Sahle Selassie Haile Selassie".	
Equal	Abstract	In Sentence	Sbj-Obj		Menen Asfaw	http://dbpedia.org/resource/Princess_Tenagnework	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Menen_Asfaw	Princess Tenagnework Haile Selassie baptismal name Fikirte Mariam (12 January 1912 – 6 April 2003) of Ethiopia was the eldest child of Emperor Haile Selassie and Empress Menen Asfaw	Princess Tenagnework Haile Selassie baptismal name Fikirte Mariam (12 January 1912 – 6 April 2003) of Ethiopia was the eldest child of Emperor Haile Selassie and Empress Menen Asfaw.	
Equal	Abstract	In Sentence	Sbj-Obj		Menen Asfaw	http://dbpedia.org/resource/Princess_Tsehai	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Menen_Asfaw	Princess Tsehai Haile Selassie (13 October 1919 - 17 August 1942) was the third daughter and fourth child of Emperor Haile Selassie and Empress Menen Asfaw	Princess Tsehai Haile Selassie (13 October 1919 - 17 August 1942) was the third daughter and fourth child of Emperor Haile Selassie and Empress Menen Asfaw of Ethiopia.	
Equal	Abstract	In Sentence	Sbj-Obj		Menen Asfaw	http://dbpedia.org/resource/Princess_Zenebework	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Menen_Asfaw	Princess Zenebework, also Zeneba Worq, (25 July 1917 – 24 March 1933) was the second daughter of Emperor Haile Selassie of Ethiopia, and his wife the Empress Menen Asfaw	Princess Zenebework, also Zeneba Worq, (25 July 1917 – 24 March 1933) was the second daughter of Emperor Haile Selassie of Ethiopia, and his wife the Empress Menen Asfaw. Zenebework's full title was "Her Imperial Highness, Princess Zenebework Haile Selassie".	
Equal	Abstract	In Sentence	Pronoun-Obj		Angie Bowie	http://dbpedia.org/resource/Duncan_Jones	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Angie_Bowie	(**he=Duncan Jones**): He is the son of singer-songwriter David Bowie and model Angie Bowie	Duncan Zowie Haywood Jones (/ˈdʌŋkən ˈzoʊi ˈheɪwᵿd ˈdʒoʊnz/; born 30 May 1971) is an English film director, film producer, and screenwriter. He is best known for directing the science fiction film Moon (2009), winning the BAFTA Award for Outstanding Debut by a British Writer, Director or Producer, Source Code (2011) and Warcraft (2016). He is the son of singer-songwriter David Bowie and model Angie Bowie.	
Equal	Abstract	In Sentence	Pronoun-Obj		Jan Seyum	http://dbpedia.org/resource/Gebre_Mesqel_Lalibela	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Jan_Seyum	(**he=Gebre Mesqel Lalibela**): he was the son of Jan Seyum	Gebre Mesqel Lalibela (reigned early 13th century), also called simply Lalibela, which means "the bees recognise his sovereignty" in Old Agaw, was negus or king of Ethiopia and a member of the Zagwe dynasty. He is also considered a saint by the Ethiopian church. According to Taddesse Tamrat, he was the son of Jan Seyum and brother of Kedus Harbe. Tradition states that he reigned for 40 years. According to Getachew Makonnen Hasen, his reign was from 1181 to 1221. He is best known as the king who either built or commissioned the monolithic churches of Lalibela.	
Equal	Abstract	In Sentence	Sbj-Obj		Margaret Theresa of Spain	http://dbpedia.org/resource/Maria_Antonia_of_Austria	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Margaret_Theresa_of_Spain	Maria Antonia of Austria (Maria Antonia Theresia Josefa; 18 January 1669 – 24 December 1692) was the eldest daughter and only surviving child of Holy Roman Emperor Leopold I and his wife Margaret Theresa of Spain	Maria Antonia of Austria (Maria Antonia Theresia Josefa; 18 January 1669 – 24 December 1692) was the eldest daughter and only surviving child of Holy Roman Emperor Leopold I and his wife Margaret Theresa of Spain. She became Electress of Bavaria when she married in 1685, but died prematurely in 1692.	
Contains	Abstract	In Sentence	Sbj-Obj		Raja Serfoji II	http://dbpedia.org/resource/Shivaji_of_Thanjavur	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Serfoji_II	of the Bhonsle dynasty of Thanjavur in India, was the son of Raja Serfoji II	Raja Shivaji (Marathi: तंजावरचे शिवाजी) (fl. 17 March 1832 – 29 October 1855) of the Bhonsle dynasty of Thanjavur in India, was the son of Raja Serfoji II and ruled the fortress of Thanjavur and its surroundings from 1832 to 1855. He was the last Raja of Thanjavur known to wield any authority. Raja Shivaji was the only surviving son of Serfoji II when the latter died in 1832. The missionary Heber describes the young Shivaji as a 'pale and sickly child'. However, his health seemed to have got better as he grew up for he is known for his physical and mental attainments. He contributed to the expansion of the Saraswathi Mahal Library and gave many useful books. One Varahappaiyar prepared the catalogue for all the manuscripts in the library.	
Equal	Abstract	In Sentence	Sbj-Obj		Anne Catherine of Brandenburg	http://dbpedia.org/resource/Ulrik_of_Denmark_(1611–1633)	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Anne_Catherine_of_Brandenburg	Ulrik of Denmark, (2 February 1611 - 12 August 1633) was a son of King Christian IV of Denmark and his consort Queen Anne Catherine of Brandenburg	Prince Ulrik of Denmark, (2 February 1611 - 12 August 1633) was a son of King Christian IV of Denmark and his consort Queen Anne Catherine of Brandenburg. As the fourth-born son, he bore the merely titular rank of Duke of Holstein and Schleswig, Stormarn and Ditmarsh; however, he had no share in the royal-ducal condominial rule of Holstein and Schleswig, wielded by the heads of the houses of Oldenburg (royal) and its cadet branch Holstein-Gottorp (ducal). In 1624 Ulrik was appointed administrator of the Prince-Bishopric of Schwerin as Ulrich III. However, in 1628 Wallenstein's conquest of the prince-bishopric de facto deposed him. His father had to renounce all his family claims to prince-bishoprics in 1629. When in 1631 Swedish forces reconquered the prince-bishopric Ulrik failed to reascend as administrator.	
Equal	Abstract	In Sentence	Pronoun-Obj		Charlotte Shelby	http://dbpedia.org/resource/Mary_Miles_Minter	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Charlotte_Shelby	(**her=Mary Miles Minter**): her mother, former actress Charlotte Shelby	Mary Miles Minter (April 25, 1902 – August 4, 1984) was an American actress. She appeared in 54 silent era motion pictures from 1912 to 1923. In 1922, Minter was involved in scandal surrounding the murder of director William Desmond Taylor, for whom she professed her love. Although gossip implicated her mother, former actress Charlotte Shelby, as the murderer, Minter's reputation was tarnished, and she gave up her movie career in 1923.	
Equal	Abstract	In Sentence	Pronoun-Obj		Maria-Elisabeth Schaeffler	http://dbpedia.org/resource/Georg_F._W._Schaeffler	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Maria-Elisabeth_Schaeffler	(**his=Georg F. W. Schaeffler**): His mother, Maria-Elisabeth Schaeffler	Georg F. W. Schaeffler (born 19 October 1964) is a German billionaire businessman, owner of 80% of the holding company INA Holding Schaeffler GmbH & Co. KG, which includes Schaeffler AG. His mother, Maria-Elisabeth Schaeffler, owns the other 20%. He is the head of the supervisory board of Schaeffler Group and a member of the supervisory board of Continental AG.	
Equal	Abstract	In Sentence	Pronoun-Obj		Vikrama Chola	http://dbpedia.org/resource/Kulothunga_Chola_II	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Vikrama_Chola	(**he=Kulothunga Chola II**): He succeeded his father Vikrama Chola	Kulothunga Chola II was a 12th-century king of the Chola Dynasty of the Tamil people of South India. He succeeded his father Vikrama Chola to the throne in 1135 CE. Vikrama Chola made Kulothunga his heir apparent and coregent in 1133 CE, so the inscriptions of Kulothunga II count his reign from 1133 CE. Kulothunga II reigned over a period of general peace and good governance. There is no record of any warfare except for the reduction of Chola control over the conquered Eastern Chalukyas territories, which had been won by his father. Kulothunga II appears to have been popular as evidenced by Sekkizhar's work Periya Puranam.	
Equal	Abstract	In Sentence	Sbj-Obj		Francis, Duke of Saxe-Coburg-Saalfeld	http://dbpedia.org/resource/Princess_Antoinette_of_Saxe-Coburg-Saalfeld	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Francis,_Duke_of_Saxe-Coburg-Saalfeld	Coburg, she was the second daughter of Francis, Duke of Saxe-Coburg-Saalfeld	Princess Antoinette of Saxe-Coburg-Saalfeld (Antoinette Ernestine Amalie; 28 August 1779 – 14 March 1824) was a German princess of the House of Wettin. By marriage, she was a Duchess of Württemberg. Through her eldest surviving son, she is the ancestress of today's (Catholic) House of Württemberg. Born in Coburg, she was the second daughter of Francis, Duke of Saxe-Coburg-Saalfeld and Countess Augusta Reuss-Ebersdorf. She was also the elder sister of King Leopold I of Belgium and the aunt of both Queen Victoria and her husband, Prince Albert. Her maternal grandparents were Heinrich XXIV, Count Reuß-Ebersdorf and Karoline Ernestine von Erbach-Schönberg, and her paternal grandparents were Ernst Friedrich and Antoinette of Braunschweig-Wolfenbüttel.	
Equal	Abstract	In Sentence	Sbj-Obj		Arnie Morton	http://dbpedia.org/resource/Michael_Morton_(restaurateur)	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Arnie_Morton	Michael Morton (born 1964) is the co-founder of Morton Group which operates La Cave Wine & Food Hideaway inside Wynn Las Vegas, CRUSH inside MGM Grand and La Comida in Downtown Las Vegas He is also the former owner and co-founder of N9NE Group and the son of Arnie Morton	Michael Morton (born 1964) is the co-founder of Morton Group which operates La Cave Wine & Food Hideaway inside Wynn Las Vegas, CRUSH inside MGM Grand and La Comida in Downtown Las Vegas He is also the former owner and co-founder of N9NE Group and the son of Arnie Morton, the founder of the Morton's Steakhouse.	
Contains	Abstract	In Sentence	Pronoun-Obj		Chulalongkorn, King Rama V of Siam	http://dbpedia.org/resource/Samaya_Vudhirodom	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Chulalongkorn	(**he=Samaya Vudhirodom**): He is a son of Chulalongkorn	His Royal Highness Prince Samaya Vudhirodom (Thai: พระเจ้าบรมวงศ์เธอ พระองค์เจ้าสมัยวุฒิโรดม; rtgs: Samaiyawutthirodom; 13 September 1888 – 9 December 1889), was the Prince of Siam (later Thailand. He was a member of Siamese Royal Family. He is a son of Chulalongkorn, King Rama V of Siam. Her mother was Chao Chom Manda Phrom (daughter of Phraya Phitsanuloka Thibodi), he had 3 siblings; 2 elder sisters, and 1 younger sister;  *  Princess Prabha Bannabilaya (13 August 1885 – 8 September 1948)  *  Princess Prabai Bannapilas (13 August 1885 – 17 September 1886) Princess Prabha Bannabilaya's twin sister.  *  Princess Vapi Busbakara (25 June 1891 – 15 December 1982) Prince Samaya Vudhirodom died in his babyhood, on 9 December 1889, at the age of only 1.	
Equal	Abstract	In Sentence	Pronoun-Obj		Eanfrith of Bernicia	http://dbpedia.org/resource/Talorgan_I	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Eanfrith_of_Bernicia	(**he=Talorgan I**): He was the son of Eanfrith of Bernicia	Talorcan (or Talorgan) mac Enfret (died 657) was a King of the Picts from 653 to 657. He was the son of Eanfrith of Bernicia, who had fled into exile among the Picts after his father, Æthelfrith of Northumbria, was killed around the year 616. Eanfrith married a Pictish princess, and their son was Talorcan. Talorcan became king in 653; in the next year, he defeated and killed Dúnchad mac Conaing, king of the Dál Riata, in battle at Strath Ethairt. It has been suggested that this battle may have been part of a traditional "inaugural raid" against hostile neighbors to mark the beginning of a king's rule. Talorcan was the nephew of the powerful Oswiu of Northumbria; Oswiu is reported by Bede to have "for the most part subdued and made tributary" the Picts (along with the Dál Riata), and it is possible that Talorcan was subject to Oswiu.	
Equal	Abstract	In Sentence	Sbj-Obj		Ethel Kennedy	http://dbpedia.org/resource/Rory_Kennedy	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Ethel_Kennedy	Rory Elizabeth Katherine Kennedy (born December 12, 1968) is an American documentary filmmaker, and youngest child of U.S. Senator Robert Francis "Bobby" Kennedy and Ethel Kennedy	Rory Elizabeth Katherine Kennedy (born December 12, 1968) is an American documentary filmmaker, and youngest child of U.S. Senator Robert Francis "Bobby" Kennedy and Ethel Kennedy. Although her father was assassinated before she was born, Kennedy consciously relates to his philanthropic mission, and her core activity is the making of documentary films that centre on social issues. These include addiction, nuclear radiation, the treatment of prisoners-of-war, and the politics of the Mexican border-fence, and her films have been featured on many TV networks. It was to her wedding that her cousin John F. Kennedy Jr, his wife, and his sister in law were flying when they were killed in a plane crash.	
Equal	Abstract	In Sentence	Sbj-Obj		Gaston IV, Count of Foix	http://dbpedia.org/resource/Margaret_of_Foix	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Gaston_IV,_Count_of_Foix	of Queen Eleanor of Navarre (1425–1479) and of Gaston IV, Count of Foix	Margaret of Foix (French: Marguerite de Foix) (c. 1449 – 15 May 1486) was, by marriage, Duchess of Brittany from 1474 to 1486. She was the daughter of Queen Eleanor of Navarre (1425–1479) and of Gaston IV, Count of Foix (1425–1472). On 27 June 1474, at Clisson, she married Francis II, Duke of Brittany (1435–1488), son of Richard of Brittany (1395–1438), Count of Étampes (1421–1438), and of Margaret d'Orléans (1406–1466), Countess of Vertus (b. 1423). It was Francis's second marriage, his first wife Margaret of Brittany having died in 1469. From the union were born two children:  * Anne of Brittany (1477–1514), Duchess of Brittany (1488–1514), and twice Queen Consort of France, from 1491 to 1498 as the wife of Charles VIII and again from 1499 to 1514, as the wife to and Louis XII  * Isabeau of Brittany (1478–1490), betrothed to Jean d'Albret in 1481, died young and buried in the Rennes Cathedral. Margaret of Foix died at Nantes, where she is buried in the Cathedral of St. Peter and St. Paul (French: Cathédrale Saint-Pierre-et-Saint-Paul), beside her husband and Margaret of Brittany, in a magnificent tomb named the Tomb of Francis II, and which is a major early work of the French Renaissance.	
Equal	Abstract	In Sentence	Pronoun-Obj		Henry Ivatt	http://dbpedia.org/resource/George_Ivatt	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Henry_Ivatt	(**he=George Ivatt**): He was the son of the Great Northern Railway locomotive engineer Henry Ivatt	Henry George Ivatt (4 May 1886 – 4 October 1976) known as George Ivatt, was the post-war Chief Mechanical Engineer of the London Midland and Scottish Railway. He was the son of the Great Northern Railway locomotive engineer Henry Ivatt. George Ivatt was born in Dublin, Ireland, and educated at Uppingham School, England.	
Equal	Abstract	In Sentence	Sbj-Obj		Isabella of Mar	http://dbpedia.org/resource/Marjorie_Bruce	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Isabella_of_Mar	Marjorie Bruce or Marjorie de Brus (1296/7 – 2 March 1316) was the eldest daughter of Robert the Bruce, King of Scots by his first wife, Isabella of Mar	Marjorie Bruce or Marjorie de Brus (1296/7 – 2 March 1316) was the eldest daughter of Robert the Bruce, King of Scots by his first wife, Isabella of Mar. Her marriage to Walter, High Steward of Scotland gave rise to the House of Stewart. Her son was the first Stewart monarch, King Robert II of Scotland. Her widowed father later married Elizabeth de Burgh.	
Equal	Abstract	In Sentence	Sbj-Obj		Mary Boleyn	http://dbpedia.org/resource/Catherine_Carey	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Mary_Boleyn	Catherine's mother was Mary Boleyn	Catherine Carey, after her marriage Catherine Knollys and later Lady Knollys (c. 1524 – 15 January 1569), was chief Lady of the Bedchamber to Queen Elizabeth I, who was her first cousin. Catherine's mother was Mary Boleyn, a mistress of Henry VIII before he courted and later married her sister Anne Boleyn, Henry's second Queen consort. Catherine's husband was Sir Francis Knollys, with whom she had 14 children.	
Equal	Abstract	In Sentence	Sbj-Obj		Wenceslaus II of Bohemia	http://dbpedia.org/resource/Margaret_of_Bohemia,_Duchess_of_Wroclaw	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Wenceslaus_II_of_Bohemia	Margaret of Bohemia (Czech: Markéta Přemyslovna, Polish: Małgorzata Przemyślidka) ( 21 February 1296 – 8 April 1322) was a daughter of Wenceslaus II of Bohemia	Margaret of Bohemia (Czech: Markéta Přemyslovna, Polish: Małgorzata Przemyślidka) ( 21 February 1296 – 8 April 1322) was a daughter of Wenceslaus II of Bohemia and his first wife, Judith of Habsburg. Her paternal grandparents were Ottokar II of Bohemia and Kunigunda of Slavonia, her maternal grandparents were Rudolph I of Germany and Gertrude of Hohenburg.	
Equal	Abstract	In Sentence	Sbj-Obj		Adam Kazimierz Czartoryski	http://dbpedia.org/resource/Zofia_Czartoryska	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Adam_Kazimierz_Czartoryski	Czartoryska née Fleming and her husband Prince Adam Kazimierz Czartoryski	Princess Zofia Czartoryska (15 September 1778 – 27 February 1837) was a Polish noble lady. She was the youngest daughter of Countess Izabela Czartoryska née Fleming and her husband Prince Adam Kazimierz Czartoryski, though her father may actually have been Count Franciszek Ksawery Branicki. She married Stanisław Kostka Zamoyski on 20 May 1798, at Puławy.	
Equal	Abstract	In Paragraph	Sbj-Obj		Anil Kapoor	http://dbpedia.org/resource/Sonam_Kapoor	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Anil_Kapoor	Sonam Kapoor (pronounced [soːnəm kəˈpuːr]; born 9 June 1985) is an Indian actress who appears in Bollywood films. Kapoor is one of the highest-paid actresses in the industry. She has been nominated for four Filmfare Awards. The daughter of actor Anil Kapoor	Sonam Kapoor (pronounced [soːnəm kəˈpuːr]; born 9 June 1985) is an Indian actress who appears in Bollywood films. Kapoor is one of the highest-paid actresses in the industry. She has been nominated for four Filmfare Awards. The daughter of actor Anil Kapoor, Kapoor studied theatre and arts at the United World College of South East Asia in Singapore. She was an assistant director to Sanjay Leela Bhansali on the 2005 film Black. Kapoor made her acting debut in Bhansali's romantic drama Saawariya (2007), for which she was nominated for a Filmfare Award for Best Female Debut. She had her first commercial success three years later in the romantic comedy I Hate Luv Storys (2010). After a series of commercial failures, the sleeper hit Raanjhanaa (2013) marked a turning point in her career, earning her several Best Actress nominations. She then featured in the 2014 romantic comedy Khoobsurat and the 2015 comedy drama Dolly Ki Doli, both of which earned her Filmfare Award for Best Actress nominations. Kapoor played a princess in the melodrama Prem Ratan Dhan Payo (2015), one of the highest-grossing Bollywood films of all time. She garnered critical acclaim for portraying the titular role in the biographical thriller Neerja (2016), one of the highest-grossing Bollywood films featuring a female protagonist. Kapoor supports various charities and causes, such as raising awareness of breast cancer and LGBT rights. She is known in the media for her outspoken personality, and is a prominent celebrity endorser for brands and products.	
Equal	Abstract	In Sentence	Sbj-Obj		Edna Best	http://dbpedia.org/resource/Sarah_Marshall_(British_actress)	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Edna_Best	Sarah Lynne Marshall (25 May 1933 – 18 January 2014) was an English actress, who was the daughter of actors Herbert Marshall and Edna Best	Sarah Lynne Marshall (25 May 1933 – 18 January 2014) was an English actress, who was the daughter of actors Herbert Marshall and Edna Best. She appeared in many popular classic television shows, especially in the 1960s, and occasionally in films and on the stage.	
Equal	Abstract	In Sentence	Pronoun-Obj		Jacques-Nompar de Caumont, duc de La Force	http://dbpedia.org/resource/Henri-Nompar_de_Caumont,_duc_de_La_Force	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Jacques-Nompar_de_Caumont,_duc_de_La_Force	(**he=Henri-Nompar de Caumont, duc de La Force**): He was the son of Marshal of France, Jacques-Nompar de Caumont, duc de La Force	Henri-Nompar de Caumont, duc de La Force (1582 – January 1678) was Duc de La Force and peer of France. He was the son of Marshal of France, Jacques-Nompar de Caumont, duc de La Force and Charlotte de Gontaut, daughter of Marshal Armand de Gontaut, baron de Biron. First marquis de Castelnau, later Duc de La Force after the death of his brother, he served King Louis XIII on many occasions in the army, under his father, as Maréchal-de-camp.	
Equal	Abstract	In Sentence	Sbj-Obj		Marie Adélaïde of Savoy	http://dbpedia.org/resource/Louis,_Duke_of_Brittany_(1707–12)	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Marie_Adélaïde_of_Savoy	Louis, Duke of Brittany, Dauphin of France (8 January 1707 – 8 March 1712), was the first son of Louis of France, Duke of Burgundy, and Marie Adélaïde of Savoy	Louis, Duke of Brittany, Dauphin of France (8 January 1707 – 8 March 1712), was the first son of Louis of France, Duke of Burgundy, and Marie Adélaïde of Savoy. Eldest surviving son of the Dauphin, he was a fils de France. Louis was born at Versailles to the Duke and Duchess of Burgundy. He was created the Duke of Brittany succeeding his late brother Louis that was the first to hold the title in 200 years. At the time of his birth Louis was the third-in-line heir to his great-grandfather, King Louis XIV, following his father and grandfather, Louis, le Grand Dauphin. He was preceded in birth by an elder brother, also named Louis, who was born in 1704 and died in infancy the following year. Due to the deaths of his grandfather in 1711 and his father in 1712, he was heir apparent to his great-grandfather as Dauphin of France for three weeks in 1712. Like his parents, he too died of measles and was buried in the Basilica of St Denis. His younger brother became the Dauphin and eventually succeeded as King Louis XV in 1715.	
Equal	Abstract	In Sentence	Pronoun-Obj		Aedh Ó Conchobair	http://dbpedia.org/resource/Fedlim_Ó_Conchobair	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Aedh_Ó_Conchobair	(**his=Fedlim Ó Conchobair**): His father, Aedh Ó Conchobair	Felim mac Aedh Ua Conchobair (properly Felimid) (1293–1316) was King of Connacht in Ireland from 1310 to 1316. His father, Aedh Ó Conchobair, was killed in battle at Coill an Clochain by Aed Breifnech Ua Conchobair. His place was taken by Ruaidri mac Cathal Ua Conchobair who nevertheless ruled for less than a year; the annals laconically note in 1310 that Felim, the son of Hugh, son of Owen O'Conor, assumed the place of his father. Felim was killed at the Second Battle of Athenry at the head of a massive Irish army thought to comprise at least two and a half thousand men, mainly from Connacht, with allies from the midlands and Ulster. A son, Aedh mac Felim Ó Conchobair, would later become King of Connacht, as would his grandson, Tairdelbach mac Aedh Ua Conchobair.	
Equal	Abstract	In Sentence	Sbj-Obj		Archduke Karl Salvator of Austria	http://dbpedia.org/resource/Archduchess_Karoline_Marie_of_Austria	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Archduke_Karl_Salvator_of_Austria	Karoline was the fourth child and second eldest daughter of Archduke Karl Salvator of Austria	Archduchess Karoline Marie of Austria (German: Carolina Maria Immakulata Josepha Ferdinanda Therese Leopoldine Antoinette Franziska Isabella Luise Januaria Christine Benedikta Laurencia Justiniana, Erzherzogin von Österreich, Prinzessin von Toskana) (5 September 1869, Altmünster, Upper Austria, Austria–Hungary – 12 May 1945, Budapest, Hungary) was a member of the House of Habsburg-Lorraine and Archduchess and Princess of Austria, Princess of Hungary, Bohemia, and Tuscany by birth. Through her marriage to Prince August Leopold of Saxe-Coburg and Gotha, Karoline was also a member of the Koháry branch of the House of Saxe-Coburg and Gotha. Karoline was the fourth child and second eldest daughter of Archduke Karl Salvator of Austria and his wife Princess Maria Immaculata of Bourbon-Two Sicilies. She was Princess-Abbess of the Theresian Royal and Imperial Ladies Chapter of the Castle of Prague (1893-1894).	
Equal	Abstract	In Sentence	Sbj-Obj		Bill France Jr.	http://dbpedia.org/resource/Brian_France	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Bill_France_Jr.	Brian France (born August 2, 1962) is an American businessman who is the current CEO and Chairman of NASCAR, taking over the position from his father, Bill France Jr.	Brian France (born August 2, 1962) is an American businessman who is the current CEO and Chairman of NASCAR, taking over the position from his father, Bill France Jr., in 2003. Time Magazine named him one of the "100 Most Influential of the Century" in 2006 and he was named one of the five most powerful sports executives by The Sporting News in 2005.	
Equal	Abstract	In Sentence	Sbj-Obj		Charlotte of Mecklenburg-Strelitz	http://dbpedia.org/resource/Princess_Augusta_Sophia_of_the_United_Kingdom	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Charlotte_of_Mecklenburg-Strelitz	Princess Augusta Sophia of the United Kingdom (8 November 1768 – 22 September 1840) was the sixth child and second daughter of George III and Charlotte of Mecklenburg-Strelitz	Princess Augusta Sophia of the United Kingdom (8 November 1768 – 22 September 1840) was the sixth child and second daughter of George III and Charlotte of Mecklenburg-Strelitz.	
Equal	Abstract	In Sentence	Sbj-Obj		Empress Kōjun	http://dbpedia.org/resource/Atsuko_Ikeda	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Empress_Kōjun	Atsuko Ikeda (池田厚子 Ikeda Atsuko, born 7 March 1931), formerly Atsuko, Princess Yori (順宮厚子内親王 Yori-no-miya Atsuko Naishinnō), is the widow of Marquis Takamasa Ikeda (池田隆政 Ikeda Takamasa, 21 October 1926 – 21 July 2012) and fourth daughter of Emperor Shōwa and Empress Kōjun	Atsuko Ikeda (池田厚子 Ikeda Atsuko, born 7 March 1931), formerly Atsuko, Princess Yori (順宮厚子内親王 Yori-no-miya Atsuko Naishinnō), is the widow of Marquis Takamasa Ikeda (池田隆政 Ikeda Takamasa, 21 October 1926 – 21 July 2012) and fourth daughter of Emperor Shōwa and Empress Kōjun. As such, she is the older sister to Emperor Akihito.	
Equal	Abstract	In Sentence	Sbj-Obj		Jacquetta of Luxembourg	http://dbpedia.org/resource/Catherine_Woodville,_Duchess_of_Buckingham	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Jacquetta_of_Luxembourg	Catherine was the daughter of Richard Woodville, 1st Earl Rivers, and Jacquetta of Luxembourg	Catherine Woodville (or Wydeville; c. 1458 – 18 May 1497) was an English medieval noblewoman. She was the sister-in-law of King Edward IV of England and gave birth to several illustrious children. Catherine was the daughter of Richard Woodville, 1st Earl Rivers, and Jacquetta of Luxembourg. When her sister Elizabeth married King Edward IV, the King elevated and promoted many members of the Woodville family. Elizabeth Woodville's household records for 1466/67 indicate that Catherine was being raised in the queen's household. Sometime before the coronation of Elizabeth in May 1465, Catherine was married to Henry Stafford, 2nd Duke of Buckingham; both were still children. A contemporary description of Elizabeth Woodville's coronation relates that Catherine and her husband were carried on squires' shoulders due to their youth. According to Dominic Mancini, Buckingham resented his marriage to a woman of inferior birth. However, the couple had four children:  *  Edward Stafford, 3rd Duke of Buckingham (3 February 1478 – 17 May 1521)  *  Elizabeth Stafford, Countess of Sussex (ca. 1479 – 11 May 1532)  *  Henry Stafford, 3rd Earl of Wiltshire (c. 1479 – 6 April 1523)  *  Anne Stafford, Countess of Huntingdon (c. 1483–1544) In 1483, Buckingham first allied himself to the Richard, Duke of Gloucester, helping him succeed to the throne as Richard III, and then to Henry Tudor, leading an unsuccessful rebellion in his name. Buckingham was executed for treason on 2 November 1483. After Richard III was defeated by Henry Tudor at Bosworth in 1485, Catherine married the new king's uncle Jasper Tudor on 7 November 1485. After Jasper's death in 1495 - not later than 24 February 1496, - Catherine married Richard Wingfield, who outlived her.	
Equal	Abstract	In Sentence	Sbj-Obj		Thomas Cubitt	http://dbpedia.org/resource/George_Cubitt,_1st_Baron_Ashcombe	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Thomas_Cubitt	George Cubitt, 1st Baron Ashcombe PC (4 June 1828 – 26 February 1917) was a British politician and peer, the son of Thomas Cubitt	George Cubitt, 1st Baron Ashcombe PC (4 June 1828 – 26 February 1917) was a British politician and peer, the son of Thomas Cubitt, the leading London builder and property developer of his day.	
Equal	Abstract	In Sentence	Pronoun-Obj		Asha Bhosle	http://dbpedia.org/resource/Varsha_Bhosle	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Asha_Bhosle	(**she=Varsha Bhosle**): She was the daughter of Indian playback singer, Asha Bhosle	Varsha Bhosle (Marathi: वर्षा भोसले) (1956 –8 October 2012) was an Indian singer, journalist and writer based in Mumbai. She was the daughter of Indian playback singer, Asha Bhosle.	
